scientific_name,taxonomic_id,rank,atacama_desert___id_10360,hawaii_volcanic_soil___id_1579,panama_soil___id_1716,canadian_metamicrobiome___id_632,serpentinite_hosted_microbiome___id_713,polluted_polar_coastal_sediments___id_1198,mcmurdo_lakes___id_638,great_lake_microbiome___id_1041,global_coral_microbiome_project___id_10895,tara_counts,vulcano_counts,polar_counts,phyllo_counts,panama_counts,lakes_counts,hawaii_counts,costa_counts,air_counts,arabic_counts,thar_counts,antarctic_counts,virus_name,virus_lineage,kegg_genome,kegg_disease,disease,host_name,host_lineage,sample_type,microbe_id,gram_stain,human_disease_causing,antimicrobial_susceptibility,optimal_temperature,extreme_environment,biofilm_forming,optimal_ph,animal_pathogen,spore_forming,pathogenicity,plant_pathogen
Piscine myocarditis virus TT-2012,1133752,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piscine myocarditis-like virus,1798085,species,,,,,,,,,,,,,,,,,,,,,,Piscine myocarditis-like virus,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,,,,Notemigonus crysoleucas,Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Otomorpha; Ostariophysi; Cypriniphysae; Cypriniformes; Cyprinoidei; Cyprinidae; Notemigonus,,,,,,,,,,,,,
Piscine novirhabdovirus,1980916,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piscine orthoreovirus,1157337,species,,,,,,,,,,,,,,,,,,,,,,Piscine orthoreovirus,Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Orthoreovirus,,,,Salmo salar,Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Salmoniformes; Salmonidae; Salmoninae; Salmo,,,,,,,,,,,,,
Piscine orthoreovirus 2,1828353,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piscine orthoreovirus 3,2153377,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistachio ampelovirus A,2093224,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia emaravirus,2507689,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitaya virus X,1176736,species,,,,,,,,,,,,,,,,,,,,,,Pitaya virus X,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus",,,,Hylocereus,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Cactineae; Cactaceae; Cactoideae; Hylocereeae,,,,,,,,,,,,,
Pithecia pithecia cytomegalovirus,1881008,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithecia pithecia lymphocryptovirus 1,209062,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithecia pithecia polyomavirus 1,1236408,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithoviridae,2023203,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus,1805626,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCDPAC01,2506600,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCDPAC02,2506601,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC001,2506585,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC101,2506586,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC102,2506587,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC103,2506588,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC104,2506589,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC201,2506591,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC202,2506592,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC302,2506593,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC304,2506594,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC401,2506595,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC403,2506596,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC404,2506597,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus LCPAC406,2506599,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithovirus sibericum,1450746,species,,,,,,,,,,,,,,,,,,,,,,Pithovirus sibericum,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pithoviridae; Pithovirus",,,,Acanthamoeba castellanii,Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba,,,,,,,,,,,,,
Pityohyphantes rubrofasciatus iflavirus,1965238,species,,,,,,,,,,,,,,,,,,,,,,Pityohyphantes rubrofasciatus iflavirus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Iflaviridae; unclassified Iflaviridae",,,,Pityohyphantes,Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Araneoidea; Linyphiidae; Linyphiinae,,,,,,,,,,,,,
Piura virus,1170425,species,,,,,,,,,,,,,,,,,,,,,,Piura virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses; Negevirus",,,,Culex,"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini, Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex",,,,,,,,,,,,,
Pixuna virus,60876,species,,,,,,,,,,,,,,,,,,,,,,Pixuna virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus",,,,,,,,,,,,,,,,,,
Plaisancevirus,2560204,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planaria asexual strain-specific virus-like element type 1,159252,species,,,,,,,,,,,,,,,,,,,,,,Planaria asexual strain-specific virus-like element type 1,Viruses; unclassified viruses,,,,Girardia tigrina,Eukaryota; Metazoa; Platyhelminthes; Rhabditophora; Tricladida; Continenticola; Geoplanoidea; Dugesiidae; Girardia,,,,,,,,,,,,,
Planidovirus 1,2508226,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planktothrix phage PaV-LD,994601,species,,,,,,,,,,,,,,,,,,,,,,Planktothrix phage PaV-LD,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",,,,Planktothrix agardhii HAB637,Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Microcoleaceae; Planktothrix,,,,,,,,,,,,,
Plantago asiatica mosaic virus,28354,species,,,,,,,,,,,,,,,,,,,,,,Plantago asiatica mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus",,,,Plantago asiatica,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Lamiales; Plantaginaceae; Plantagineae; Plantago,,966.0,,,,,,,,,,,Sometimes
Plantago betapartitivirus,2448897,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago closterovirus,2448898,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago enamovirus,2448896,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago lanceolata latent virus,1830242,species,,,,,,,,,,,,,,,,,,,,,,Plantago lanceolata latent virus,Viruses; ssDNA viruses; Geminiviridae; Capulavirus,,,,Plantago lanceolata,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Lamiales; Plantaginaceae; Plantagineae; Plantago,,,,,,,,,,,,,
Plantago latent caulimovirus,2448895,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago mottle virus,312274,species,,,,,,,,,,,,,,,,,,,,,,Plantago mottle virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus",,,,"Petunia x hybrida, Pisum sativum, Glycine max, Antirrhinum majus, Plantago major, Nicotiana clevelandii, Tetragonia tetragonioides","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Lamiales; Plantaginaceae; Antirrhineae; Antirrhinum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Aizoaceae; Tetragonia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Lamiales; Plantaginaceae; Plantagineae; Plantago, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Petunioideae; Petunia",,7396.0,,Maybe,,27.5,Mesophiles,,,Maybe Not,,,Sometimes
Plasmaviridae,10472,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasmavirus,10473,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasmopara halstedii virus A,468928,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platax orbicularis nervous necrosis virus,657416,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plathypena scabra granulovirus,307452,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platycephalus indicus nervous necrosis virus,670545,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platycodon mild mottle virus,2320870,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platypuvirus,1921433,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platyrrhini mastadenovirus A,1986022,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plautia stali intestine virus,64698,species,,,,,,,,,,,,,,,,,,,,,,Plautia stali intestine virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Triatovirus",,,,Plautia stali,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Pentatomomorpha; Pentatomoidea; Pentatomidae; Pentatominae; Plautia,,4393.0,,,Maybe Not,,,,,,,,
Playa de Oro hantavirus,454121,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plecoglossus altivelis poxvirus,1233983,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plecotus auritus rhabdovirus 1,1272573,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plecotus auritus rhadinovirus 1,397109,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plectrovirus,10875,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleione flower breaking virus,1403565,species,,,,,,,,,,,,,,,,,,,,,,Pleione flower breaking virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; unclassified Potyviridae",,,,Pleione humilis,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Epidendroideae; Arethuseae; Coelogyninae; Pleione,,,,,,,,,,,,,
Pleione virus Y,104390,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleolipoviridae,1911603,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleospora typhicola fusarivirus 1,1755785,species,,,,,,,,,,,,,,,,,,,,,,Pleospora typhicola fusarivirus 1,Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae,,,,Pleospora typhicola,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Pleospora,,,,,,,,,,,,,
Plesiomonas phage P4-7,1879035,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plesiomonas phage phiP4-7,2065204,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurochrysis carterae circular virus,2057942,species,,,,,,,,,,,,,,,,,,,,,,Pleurochrysis carterae circular virus,Viruses; ssDNA viruses; Circoviridae; unclassified Circoviridae,,,,Chrysotila carterae,Eukaryota; Haptophyceae; Isochrysidales; Isochrysidaceae; Chrysotila,,,,,,,,,,,,,
Pleurotus ostreatus virus 1,674983,species,,,,,,,,,,,,,,,,,,,,,,Pleurotus ostreatus virus 1,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus,,,,"Pleurotus ostreatus, Ostreidae","Eukaryota; Metazoa; Mollusca; Bivalvia; Pteriomorphia; Ostreoida; Ostreoidea, Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Pleurotaceae; Pleurotus",,475.0,,,,,,,,,,,
Plodia interpunctella granulovirus,262175,species,,,,,,,,,,,,,,,,,,,,,,Plodia interpunctella granulovirus,"Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus",,,,Plodia interpunctella,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Pyraloidea; Pyralidae; Phycitinae; Plodia,,,,,,,,,,,,,
Plotvirus,2169613,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plum bark necrosis stem pitting-associated virus,675077,species,,,,,,,,,,,,,,,,,,,,,,Plum bark necrosis stem pitting-associated virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; Ampelovirus",,,,Prunus domestica,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus,,,,,,,,,,,,,
Plum headed parakeet adenovirus 1,461346,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plum pox virus,12211,species,,,,,,,,,,,,,,,,,,,,,,Plum pox virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus",T40297,,,"Prunus spinosa, Prunus armeniaca, Prunus salicina, Prunus persica, Prunus domestica, Prunus glandulosa, Prunus cerasifera",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus,,3060.0,,,,,,,,,,,Sometimes
Plumeria mosaic virus,1501716,species,,,,,,,,,,,,,,,,,,,,,,Plumeria mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus",,,,Plumeria rubra,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Gentianales; Apocynaceae; Rauvolfioideae; Plumerieae; Plumeriinae; Plumeria,,,,,,,,,,,,,
Plusia acuta nucleopolyhedrovirus,307472,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plusia orichalcea nuclear polyhedrosis virus,65801,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plutella maculipennis nucleopolyhedrovirus,307473,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plutella xylostella granulovirus,98383,species,,,,,,,,,,,,,,,,,,,,,,Plutella xylostella granulovirus,"Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus",,,,Plutella xylostella,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Yponomeutoidea; Plutellidae; Plutella,,5158.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Pneumoviridae,11244,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pneumovirus,11245,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po-Circo-like virus 41,1105385,species,,,,,,,,,,,,,,,,,,,,,,Po-Circo-like virus 41,Viruses; ssDNA viruses; Circoviridae; unclassified Circoviridae,,,,Sus scrofa,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus,,,,,,,,,,,,,
Po-Circo-like virus 51,1105386,species,,,,,,,,,,,,,,,,,,,,,,Po-Circo-like virus 51,Viruses; ssDNA viruses; Circoviridae; unclassified Circoviridae,,,,Sus scrofa,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus,,,,,,,,,,,,,
PoSCV Kor J481,1488557,species,,,,,,,,,,,,,,,,,,,,,,PoSCV Kor J481,Viruses; ssDNA viruses; Smacoviridae; Porprismacovirus; unclassified Porprismacovirus,,,,Sus scrofa,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus,,,,,,,,,,,,,
Poa semilatent virus,12328,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poacevirus,1230390,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podargid alphaherpesvirus 1,2115843,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podoviridae,10744,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podovirus A107K,236486,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podovirus GOM,236244,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podovirus Lau218,1465639,species,,,,,,,,,,,,,,,,,,,,,,Podovirus Lau218,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae",,,,root,,Marine,,,,,,,,,,,,
Podovirus SOG,236210,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poecivirus BCCH-449,1871132,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poecivirus NOCR-674,1871149,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poecivirus NOCR-848,1871150,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poecivirus RBNH-12,1871151,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poecivirus RBNH-929,1871152,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogona vitticeps erythrocytic iridovirus,1448984,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pohangina river virus,1196825,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pohorje myodes paramyxovirus 1,2116604,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poicephalus adenovirus,1934317,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poinsettia latent virus,305785,species,,,,,,,,,,,,,,,,,,,,,,Poinsettia latent virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Solemoviridae; Polemovirus",,,,Euphorbia pulcherrima,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Malpighiales; Euphorbiaceae; Euphorbioideae; Euphorbieae; Euphorbia; Chamaesyce; Euphorbia sect. Poinsettia; Euphorbia subsect. Stormieae,,7149.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Poinsettia mosaic virus,113553,species,,,,,,,,,,,,,,,,,,,,,,Poinsettia mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; unassigned Tymoviridae",T40278,,,"Nicotiana benthamiana, Euphorbia pulcherrima","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Malpighiales; Euphorbiaceae; Euphorbioideae; Euphorbieae; Euphorbia; Chamaesyce; Euphorbia sect. Poinsettia; Euphorbia subsect. Stormieae",,6554.0,,,,,,,,,,,
Point-Douro narna-like virus,2010279,species,,,,,,,,,,,,,,,,,,,,,,Point-Douro narna-like virus,Viruses; unclassified viruses,,,,Culex globocoxitus,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex,,,,,,,,,,,,,
Pointerouge virus 1,706161,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointerouge virus 2,706164,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokeweed mosaic virus,1220025,species,,,,,,,,,,,,,,,,,,,,,,Pokeweed mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus",,,,Phytolacca americana,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Phytolaccaceae; Phytolacca,,4625.0,,,,,,,,,,,Sometimes
Polar bear mastadenovirus 1,2250215,species,,,,,,,,,,,,,,,,,,,,,,Polar bear mastadenovirus 1,"Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Mastadenovirus; unclassified Mastadenovirus",,,,Ursus maritimus,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus,,,,,,,,,,,,,
Polaribacter virus P12002L,1982245,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polaribacter virus P12002S,1982246,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polemovirus,645516,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus,119164,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRBWH108,1432662,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRBWL39,1432663,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRBWL433,1432664,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRK91,1432665,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRNA89,1432666,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRNBWA17,1432667,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRTuYA45,1432668,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRTuYK132,1432669,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus IRTuYL41,1432670,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polerovirus watermelon/8-1/Syria/2009,1457649,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollyceevirus,2560206,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polybotosvirus,2560207,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polycipiviridae,2169570,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polydactylus sextarius iridovirus,683897,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polydnaviridae,10482,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygala garcinii associated virus,2093274,species,,,,,,,,,,,,,,,,,,,,,,Polygala garcinii associated virus,Viruses; ssDNA viruses; Geminiviridae; unclassified Geminiviridae,,,,Polygala garcinii,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Polygalaceae; Polygala,,,,,,,,,,,,,
Polygala garcinii geminivirus 1,2077312,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonia c-album nucleopolyhedrovirus,2282514,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum ringspot tospovirus,430606,species,,,,,,,,,,,,,,,,,,,,,,Polygonum ringspot tospovirus,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Tospovirus,,,,Fallopia dumetorum,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Polygonaceae; Polygonoideae; Polygoneae; Fallopia,,,,,,,,,,,,,
Polyomaviridae,151341,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus GCH-2015,1735281,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus Mystacina/New Zealand/2013,1638955,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus PREDICT_PyV-31,1717209,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus PgPyV-1,1403217,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus PgPyV-2,1403218,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus PgPyV-3,1403219,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyomavirus sp.,36362,species,,,,,,,,,,,,,,,,,,,,,,Polyomavirus sp.,"Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; unclassified Polyomaviridae",,,,Ailurus fulgens,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Ailuridae; Ailurus,,,,,,,,,,,,,
